date,user,tweet
29-Mar,UNESCO,New @UNESCOstat’s Handbook on Measuring Equity in Education shows how countries can develop indicators that help ensure out-of-school children will no longer be ignored or forgotten http://on.unesco.org/2FMUvT9 #LeaveNoOneBehind #SDG4pic.twitter.com/VDWg5GZCUU
29-Mar,Kerry Mott,"I am going to cancel hulu until you understand that you have a conservative base that has tons more money than these liberals. Good luck in the stock market. Way to make half of your customer base, or more, super upset. Stupid..."
29-Mar,BTC Prime ⚡,Woke up with the worst day of the market FOLE (Fear of losing Everything) #fomo #btc #bitcoin #ETH #StockMarket pic.twitter.com/c92EJcgPZd
29-Mar,T.,"Whether it’s the Stock Market or the Crypto Market, the manipulation game remains the same since 1930. If you want to know what’s happening with $BTC right now, read this: #manipulationgame #dontgetfooled $BTC $ETH XRP $LTC $XMR $EOS $XLM $TRXhttp://business.financialpost.com/investing/the-secret-trading-strategy-from-the-1930s-that-hedge-funders-dont-want-you-to-know-about?__lsa=9d2d-9696 …"
29-Mar,Stocks Picker,15 Points for more successful investing in Stock Markets pic.twitter.com/TKWehaSImI
29-Mar,Cristina Laila,"He's only a kid when he's being criticized. He's a Constitutional expert, a gun expert, a legal expert, a stock market expert and overall savant, but the minute he has to debate or defend his position he becomes an innocent child..."
29-Mar,MarketWatch,Why has the U.S. stock market suddenly become so volatile? Here's a simple explanation that will define the real long-term risks for investors https://on.mktw.net/2uAbmn8
29-Mar,"People's Daily,China",Chinese video streaming service iQiyi Inc. rang the @Nasdaq Stock Market opening bell on Thursday in celebration of its initial public offering (IPO) pic.twitter.com/vKwqFgPAuF
29-Mar,Camila Guzman Lau,"From not having a clue of what stocks were till now.. Wow I can remember the exact moment stocks peaked my interest and who introduce me to the market. Now, after some losses and gains, my major gains are coming. $NBDR #stocks #money #ThursdayThoughts #tonight #StockMarket pic.twitter.com/eAQr5NwMIC"
29-Mar,NYTimes Tech,"Since hitting its peak on Feb. 2, Facebook has lost an astonishing $100 billion in market capitalization. Its stock was trading midweek at close to $153 a share, a decline of nearly 22 percent. (It rebounded by about 4.5 percent Thursday morning.) https://nyti.ms/2GBQ8tB"
29-Mar,Ramp Capital ♿️,I’ll delete my account if the stock market is open tomorrow
29-Mar,zerohedge,"Saxo Chief Economist Warns Consumers ""Maxed Out"", Fears 30% Plunge In Stock Market https://www.zerohedge.com/news/2018-03-29/saxo-chief-economist-warns-consumers-maxed-out-fears-30-plunge-stock-market …"
29-Mar,MacroVoices Podcast,"MacroVoices @ErikSTownsend @patrickceresna welcome @JulianMI2 discuss stock market collapse, inflation and more https://bit.ly/2IiKQka pic.twitter.com/WFHWvBbjA2"
29-Mar,Darfinc,"Should a President be tweeting about a company to affect it’s value? Why isn’t there a law about this? He shouldn’t be manipulating the stock market, company values or private company management with his tweets. https://twitter.com/nytimes/status/979501228819451904 …"
29-Mar,SCROTUS,Presidents shouldn’t be allowed to invest and affect the stock market. He is molding the stock market one tweet at a time. https://twitter.com/nytimes/status/979501228819451904 …
29-Mar,Profit 🍁,Live http://twitch.tv/profit_lc Eng/Esp Fortnite season 3 grind continues 244 total wins Stop by the Stock Market and say hello !stocks !rewards #SupportSmallStreamers @4AGamers @HyperRTs #twitchkittens @WE_RTs @ImLiveRT @SupStreamers @DNRCREWx @DNRRTs #teamssg @DynoRTspic.twitter.com/5hOOEanKIO
29-Mar,SL&E Farm/Fazenda,The #soybean #corn Market in my view: drought =Bull less planted areas =Bull high demand. Premium price (highest ever) to soybean in ports =Bull high global stocks according USDA =Bear. But USDA is considering 47MMT versus 40 of BCR. So stock couldn’t be high. pic.twitter.com/PUPC3yPDgw
29-Mar,Axios,What the history books will show about the stock market in Q1 of 2018 https://www.axios.com/stocks-q1-1522354209-5cb3123f-e6e3-49c2-804c-bb4f5598d69b.html?utm_source=twitter&utm_medium=social&utm_campaign=organic&utm_content=1100&utm_term=business …pic.twitter.com/6uEzB2QWyN
29-Mar,"Randy Zipse, JD, AEP",How about the first negative quarter for stock market in 20 quarters?
29-Mar,Charles V Payne,Making Money with Charles Payne Real News Propels Stock Market -Consumer Sentiment -Unemployment -Economy Rebuilding America Can Privatization work at VA Muffling Voices of Conservative Youth Trump v Amazon Opioids & LT Addiction Russia Licks Out Americans: No What? @FoxBusiness
29-Mar,AT09,Stock market 101 pic.twitter.com/1A06AyPUX5
29-Mar,Rudolf E. Havenstein,"How the hell was the stock market able to recover in 1908 and 1909 without TARP, ZIRP, QE and paying off AIG's creditors at 100 cents on the dollar? I guess we'll never know. pic.twitter.com/jrD0f8EMjH"
29-Mar,Robert T. Kiyosaki,"WHAT TO DO IN A STOCK MARKET CRASH, WHY THE 401K IS BAD http://bit.ly/2fhkkex #financialeducationpic.twitter.com/ns0siymhSj"
29-Mar,Stanford Business,Scholars found a surprising connection between peace policies and the stock market. http://stanford.io/2pLuiKH
29-Mar,Timothy McSweeney,"""In 1929, Babe demanded that the warm-up jerseys be fashioned to look like a cloak in order to ‘complete his aesthetic.’ I said, ‘That’s not going to happen,’ and he told me I’d regret it. The very next day the stock market crashed."" https://www.mcsweeneys.net/articles/a-brief-oral-history-of-babe-ruth-claiming-his-bat-was-a-wizards-staff … #OpeningDay"
29-Mar,PITCH Investors Live,"This is Helen Burutina a project manager for DataTrading, one of the first entrepreneurs to use our platform. DataTrading provides a set of analytical and forecasting tools for trading in stock and crypto exchange markets based on AI Watch her PITCH! https://www.facebook.com/PitchInvestorsLive/posts/1839302623036082?comment_id=1839316983034646&notif_id=1522343139121578&notif_t=feed_comment&ref=notif …"
29-Mar,Robert W Rowe,Donald’s daily dribble drives down stock market as he attacks anyone speaking truth to power. Your rantings and ravings reveal your rediculous “reality”.
29-Mar,Wesley Chu,So. I bought these shares of stock that increase in value when the stock market goes up. Then I bought these shares of stock that increase in value when the market goes down. I am somehow losing money on both. This is like the story of my life. I have reached #PeakWes
29-Mar,Muniprasad Gutha,#NIFTY - A bird's eye view on the index - 2-4-18 onward's #StockMarket $nifty $DJIA #DayTradingpic.twitter.com/YWXX4x0rGg
29-Mar,Thomas Kaine,"STOCK UPDATE: GOP PACs & Wall Street buying to reduce embarrassing 4% loss in Dow Jones. If you are looking to reduce 401K exposure, today would be a good time to sell stocks. Huge market risks look to me like they outweigh the upside. @DNC @TheDemCoalition @TheDemocrats"
29-Mar,Cody,"The stock market, economy, ICE agents protecting borders, military, many veterans, middle class all disagree with you..."
29-Mar,Peter Brandt,I actually think Singapore is the most undervalued stock market in the world. Love Singapore
29-Mar,Lee Camp [Redacted],Looking at the stock market to judge the economic health of our country is actually like looking at a dying man and judging his health based on how the leeches look.
29-Mar,Bloomberg Markets,Tesla stock recovers from earlier losses https://bloom.bg/2pRaSmJ pic.twitter.com/QarTlIWnxH
29-Mar,EmergingGrowth.com,http://EmergingGrowth.com Daily Dozen – Winners vs. Losers http://emerginggrowth.com/emerginggrowth-com-daily-dozen-winners-vs-losers-315/ … $ALAD $TNKE $JBZYD $MAXD $TAPM $BIOA $UCLE $PTOTF $PTCO $RXMD $CELZ $ANDI #Investing #HotStocks #StockMarket #Daytrade #EmergingGrowth #HighRiskHighReturns #Profit #Success #Wealth
29-Mar,Peter Brandt,I actually would REALLY love to see the U.S. stock market get clobbered so that I can put money to work. I wonder how many folks like me are out there?
29-Mar,CNBC,Buying Tesla after big stock market losses has paid off in the past https://cnb.cx/2GIuUKy
29-Mar,Urban Carmel,"""The stock market is not the economy” is weird TA bullshit, as explained here every month http://fat-pitch.blogspot.com/2018/03/march-macro-update-nine-years-into.html …"
29-Mar,WSJ Markets,Saudi stock market to attract billions after FTSE emerging index inclusion https://on.wsj.com/2GiJh99 via @NicolasParasie
29-Mar,DeplorableSue,"#QANON Seems the financial markets are getting wise to a few things. Perhaps the In-Q-tell stuff is about to go public, or else they are just warning insiders to dump stock. 1/3 pic.twitter.com/NswuJLUe3V"
29-Mar,Linda Collins,"Can you think of anything else to screw up the stock market genius? Post office making $$$ off of Amazon shipping, How in the Hell is that a loss? They built a warehouse here in Fl now Floridians pay tax on products & Florida got jobs from it. for brains https://twitter.com/realDonaldTrump/status/979326715272065024 …"
28-Mar,Gold Telegraph,Gold Price has crushed the market this century... pic.twitter.com/IbjaSELNA0
28-Mar,TF Metals Report,Central Banks Care about the Gold Price – Enough to Manipulate it! https://shar.es/1Li5Dx
28-Mar,Luke Gromen,
28-Mar,"Bitcoin, Gold, Cartel & Geopolitics",I used the same crackpot theory on Gold. Recently 6 BANK traders were arrested for supressing Gold price (surprise). Gold continues to rot as rats jumped to crypto ship at ATH -- Crypto is having breakfast. Lunch yet to arrive...per my tinfoil hat theory :))) https://twitter.com/JoelAigner/status/979020053843554309 …
27-Mar,DailyFX,Gold Price Outlook Mired By Failed Attempt to Test February-High - http://bit.ly/2pJ6Kpw
27-Mar,Ben Radley,"Banro is back in business, as 96% of shareholders approve recapitalistion plan, but for how much longer? Gold price & local-national dynamics will be critical in determing the company's long-term survival. http://www.mining-journal.com/capital-markets/news/1316335/banro-finds-support-for-recapitalisation …"
26-Mar,Barry Dawes,#Gold price move in recent days is very encouraging and coming to the important US$1370 resistance. This battle has held gold back below US$1370 for almost five years so a breach here would send troops through and push gold much higher and very quickly. Ready for this? We are! pic.twitter.com/UArE1lM6St
26-Mar,Cheap Ass Gamer,Shadows of the Damned (X1/360) $4.99 via Xbox Live (Gold Price). http://ow.ly/H6Np30jay5p pic.twitter.com/jJ59lU58kb
26-Mar,Cheap Ass Gamer,Mirror's Edge (X1/360) $4.94 via Xbox Live (Gold Price). http://ow.ly/54r130jay4o pic.twitter.com/UiOZCWztiV
26-Mar,Green Bull,"$BLK #Gold price around $1,750 now. Updated Infographic by @traderdreamz comparing $BLK to $MOY. Short-term target for $BLK is 13c without further news (= same EV as $MOY). $BLK has better metrics in almost everything compared to $MOY so $BLK should push on from there.pic.twitter.com/amNRgLhY5q"
26-Mar,Brian Russ,"The last time the silver/gold ratio declined to these levels, it signaled the beginning of a major uptrend in #gold. Silver/Gold ratio = blue line Gold price = orange line $GLD $GDX $GDXJpic.twitter.com/4aFKdDg449"
26-Mar,Cheap Ass Gamer,Dragon Age: Origins (360/X1) $3.74 via Xbox Live (Gold Price). http://ow.ly/VAl430jauuv pic.twitter.com/THRQ2aOsXI
26-Mar,Cheap Ass Gamer,Skate 3 (X1/360) $4.99 via Xbox Live (Gold Price). http://ow.ly/r7PU30jauqP pic.twitter.com/VZotzx5KdK
26-Mar,Cheap Ass Gamer,The Witcher 2: Assassins of Kings (X1/360) $2.99 via Xbox Live (Gold Price). http://ow.ly/mY8230jaunQ pic.twitter.com/sAMzCAEJa3
26-Mar,Steph Sinster,"$BLK will be buying back into this today with $gold price at $1,352"
25-Mar,Green Bull,"$BLK #Gold Next/short-term target for $BLK is has been; to catch up to $MOY's EV as a minimum and then upwards and onwards from there. To reach $MOY's EV $BLK needs to get to a share price of 13c. #Gold price currently around $1,750 doesn't hurt either ($BLK or $MOY).pic.twitter.com/sHdCQ8xxGB"
23-Mar,Robin Lee,"For the longest time, mining equities was the default ‘leveraged gold’ investment play. Now there are an increasing number of above ground ‘leveraged gold’ investment plays like @FoundationHG @myhellogold with better gold price risk attributes"
23-Mar,Solofinances,"I've just finished ""The Monetary Sin of the West"" by Jacques Rueff. His thesis:the 60's BoP problem has to be solve by higher gold price. Nobody listened. He was right. @LukeGromen"
23-Mar,Luke Gromen,
22-Mar,Gervaise Heddle,Aussie gold price up to A$1720 per oz - getting close to five year high - good environment for Australian based gold producers and explorers
22-Mar,FBX258,"Australian Dollar #Gold Price currently $1730. Two long term patterns playing out here, either a rising channel from 2015 or a cup and handle from 2011. Target remains north of 2000 dollars on both. For this reason, developers and long life assets. #ASX #TSXpic.twitter.com/JrQNu31xCk"
22-Mar,Green Bull,"#Gold price shooting up even more. $1,729 per ounce now. $BLK AISC forecast at $1,150 per ounce. FEB 2018 actual AISC was $912 per ounce. Margins, margins, margins! Another record month looming in March! pic.twitter.com/mf4ym8LJSB"
22-Mar,GoldBroker.com,"[2/2] The gross #derivative exposure is 1070x central bank gold. So if central banks needed to cover an implosion of the derivative market with #gold, the gold price would increase over 1,000 fold from here to $1.4 million https://www.goldbroker.com/news/derivatives-recipe-for-disaster-systemic-collapse-1283 …pic.twitter.com/Xnh6krPu8H"
22-Mar,Northern Empire,"Recently, Goldman Sachs raised its #gold price forecasts. The investment firm now anticipates the price of #PreciousMetal at $1,350, $1,375, and $1,450/oz over the 3, 6 and 12 months period respectively: http://bit.ly/2ovFHNU pic.twitter.com/Ny0GSkJQma"
21-Mar,The Spectator Index,"Gold price by year. ($US per Ounce). 1973: $84 1980: $634 1985: $298 1990: $415 1995: $384 2000: $283 2005: $425 2010: $1,208 2015: $1,167 Now: $1,315"
21-Mar,Jan Nieuwenhuijs,"1. When gold is lend supply increases. 2. When gold loans are repaid demand increases. The effect of lending on the gold price is temporary. If a gold lender decides to sell at expiration that’s verse two, but has nothing to do with the nature of lending. https://twitter.com/spotgoldprice/status/976351083692924929 …"
21-Mar,John Reade,Gold: Recent increase in Comex Open Interest with a decline in the #gold price suggests to me that fresh shorts have built up ahead of the FOMC tonight. pic.twitter.com/d1kpvWBtOq
20-Mar,Santiago Capital,And if you thought a $30k gold price would be enough to back the Monetary Base of Japan...you would be wrong. $37k!
20-Mar,Santiago Capital,#China needs a 50% higher #Gold price than the US to back their Monetary Base. $21k Gold for China vs $14k Gold for the US.
20-Mar,Santiago Capital,The fiscally disciplined Swiss have printed so many Francs it would take a $17k gold price to back their Monetary Base...
20-Mar,GoldSilver,"If There Was a Global #Gold Standard: $37,000/oz. Gold Price https://zurl.co/Og4wD pic.twitter.com/M9R0X2b06q"
20-Mar,Goldmoney,Will real interest rate expectations see a stable gold price? #Goldmoney @stefan_wielerpic.twitter.com/V68GDyErQQ
20-Mar,Gold Telegraph,"Gold price by year. ($US per Ounce). 1973: $84 1980: $634 1985: $298 1990: $415 1995: $384 2000: $283 2005: $425 2010: $1,208 2015: $1,167 Now: $1,310 pic.twitter.com/47oANd8UHt"
19-Mar,Luke Gromen,
16-Mar,Axesun,#Gold price calm to shatter as geopolitical crisis index hits 15-year high http://bit.ly/2pkdz05
5-Mar,Ned Naylor-Leyland,"In an Uber in London with an Indian driver who has LycaRadio on - they are quoting the £Gold price in gram terms as an ongoing headline. Like it was money, or something."
4-Mar,Curtis Melonopoly,Gold price target 1800 Mar 4 hit perfect to time and price provided on report 6 days prior. $GC_F $GLD $XAUUSD $DUST $NUGT $Gold #Algorithm @ROSIEtheAlgopic.twitter.com/SKnNxGDxk0
4-Mar,Crottaz Finance CEFA,#Mines will follow #gold price increase and it could be violent http://wp.me/p8z2dW-3BQ by Olivier Crottaz #PDAC2018 #pdac #toronto #explorer #developer are takeover targets #stocks #gdxj
3-Mar,Jim Manley,"Stupidity repeats itself: “One morning, FDR told his group [of advisers] he was thinking of raising the gold price by twenty-one cents. Why that figure? his entourage asked. ‘It’s a lucky number,’ Roosevelt said, ‘because it’s three times seven.'” h/t @AmityShlaeshttps://twitter.com/dandrezner/status/967925781107236864 …"
2-Mar,Dave Kranzler,"Vs. the price of gold, the dollar has lost 97% of its value since Nixon closed the gold window in 1971, when the ""official"" gold price was $35/oz. It took 720 ozs of gold to buy the average home in 1971. Today it takes 189 ozs of gold. https://twitter.com/MarkYusko/status/969287837622374400 …"
2-Mar,David Shapiro,Distressed to learn that Anglogold once the pride of the South African gold mining industry and the foundation of the Anglo American empire produces only 13% of its output in South Africa. So why do we quote the gold price on every new bulletin?
2-Mar,sagold.co.za,#gold price is rampant! Order #krugerrands on http://sagold.com to secure your price. #bullion
2-Mar,Mark O'Byrne,"#Gold Price Going To $10,000? ( #Goldnomics Podcast 3) https://hubs.ly/H0b72wn0 #finance #markets #economy #econ #stocks #cash #money #bailins #silver"
1-Mar,Khaleej Times,"#Dubai gold price inches up slightly, 22k priced at Dh150. Check today's 24k #gold rate - http://bit.ly/2tg38zV pic.twitter.com/IaN6iNEMfQ"
1-Mar,Deutsche Bank,"#Gold losing its shine: since the beginning of 2013, gold price has hardly changed – calculated in #EUR it is down 11%. Goldmine operating companies have seen shares fall 40%. #DrStephanpic.twitter.com/BLPUOOvL5l"
28-Feb,Kitco NEWS,VIDEO: @OsiskoRoyalties' CEO says he doesn’t make investment decisions based on future #gold price forecasts | @DanielaCambone #GSA2018 | http://dlvr.it/QJFZ6n pic.twitter.com/9iZ3xEIcb9
28-Feb,TF Metals Report,This little snippet is excellent re gold price manipulation. Great work from @ttmygh and @realvisionhttps://twitter.com/realvision/status/968984400980520961 …
28-Feb,Kitco NEWS,A much higher gold price is needed to bring bullish sentiment back into the mining space - Pierre Lassonde http://www.kitco.com/news/video/show/BMO-Conference-2018/1869/2018-02-28/Gold-Is-Where-It-Should-Be--Pierre-Lassonde … @DanielaCambone #pierrelassonde #franconevada #gold #miners #bmopic.twitter.com/xSdQQXz0iF
28-Feb,n.a,MI NOTE 5A PRIME GOLD. PRICE : RM 680 FULLSET WARRANTY UNTIL FEB 2019 PAKAI TAK SAMPAI SEMINGGU REASON TO SELL: UPGRADE PHONE CONDITION: 10/10 FAST REPLY WHATSAPP 017-7057044 COD BANGI KAJANG SELAIN TU ADD CASH pic.twitter.com/Wa4onybyj9
28-Feb,Bluebird,In situ ore inside the Kochang mine. Gold price was USD140/oz when Kochang closed in 1975. #BMV #gold #miningpic.twitter.com/vHAUI83JMM
26-Feb,Cheap Ass Gamer,Kingdoms of Amalur: Reckoning (360) $4.99 via Xbox Live (Gold Price). http://ow.ly/fKhv30iDfwT pic.twitter.com/TyT2Nt52BH
26-Feb,Tootsievalentine,"Did you know that the premium that's added onto the gold price for #Fairtradegold is reinvested straight back into the local mining communities to improve basics such as education, build medical facilities and electricity #ethicalhour"
26-Feb,Barry Dawes,"$NST is probably the best mining stock in Australia of the last 20 years. The potential at #Kundana, #Kanowna Belle, #Jundee and #Tanami is just massive. NPV of dividends will be substantial. With a higher #gold price, the figures will be extraordinary. Buy & NEVER sell this one https://twitter.com/barolobill1/status/968011872958951425 …"
19-Feb,ℭhi 🛢️,Chinese Premium to International #Gold Price (US$ per Ounce) pic.twitter.com/8iIa6RS3tN
18-Feb,Victor The Cleaner,
18-Feb,Sputnik,"#Japan commemorations for new emperor, #2020Olympics to drive world gold price https://sptnkne.ws/gKQc pic.twitter.com/Wqd8RbFCkc"
15-Feb,Deutsche Bank,#Gold price currently falling despite stock market capers – main reason: the rising yields from US #bonds. #DrStephanpic.twitter.com/YxTGKIGVoS
15-Feb,TradingHawk,#ABM my expectation is we start to see results starting to come in Feb/Mar. I think the first set will give it the traction it needs to get going. Also note current and potential gold price brings their gold asset into play.
14-Feb,Jason Brewer,Gold price moving in the right direction. Got to like that. $VEC.https://twitter.com/mining/status/963883983162433536 …
14-Feb,Jason Brewer,Big moves in gold price now can only be positive for $VEC shareholders with the acquisition of the world class 3.2Moz Adidi-Kanga Gold Mine underway. pic.twitter.com/inSxvQTKJ6
14-Feb,MINING.com,US inflation surprise lights fire under gold price – best trading day since Brexit mid-2016: http://bit.ly/2HewaCP
14-Feb,Helix4investors,"Copper, gold price up strongly. $HLX in prime position. $copper, $gold,$cobalt,$zinc."
14-Feb,Grant Beasley,First day in ages I have seen the #gold stocks react to the change gold price. Some real moves off last Friday's reversal.
14-Feb,Gold Eagle,"Bullish Fundamentals To Push #Gold Above $3,000 by 2020 (Gold Price Forecast) #markets http://bit.ly/2EsA5KA pic.twitter.com/WKY7UXWf2V"
13-Feb,Khaleej Times,"Dubai gold price hits 1-week high, 22k priced at Dh151...http://bit.ly/2o46Czr pic.twitter.com/gP7I2jAsLe"
12-Feb,ℭhi 🛢️,"$GS on #gold: Yesterday we raised our gold price forecasts and now see gold at $1,450/toz by end-year, up from $1,225/toz. pic.twitter.com/6K1yqCgfhY"
10-Feb,Steve Nico Williams,Yes there is a Gold Poken pegged to the gold price.
10-Feb,GENJI CRYPTO MONTANA,@CryptoGat Mc chicken $McC is the new gold — price stays at $0.99 no matter what - recession proof absolute genius
9-Feb,Thomas Ripple,"Litecoin Cash, the first Litecoin fork is expected in 18th February; Ripple and Bitcoin Gold price prediction https://www.fxstreet.com/analysis/litecoin-cash-the-first-litecoin-fork-is-expected-in-18th-february-ripple-and-bitcoin-gold-price-prediction-201802091040 …"
9-Feb,ℭhi 🛢️,2Yr US Treasury Yield & #Gold Price and Japanese #Yen & #Gold Price pic.twitter.com/5LxExFBHyE
8-Feb,TraderStef,savvies knew couple weeks back... #COMEX #COT Open Interest Data Suggests Another #Gold Price Slam - Feb 8 @TFMetals @SprottMoneyhttps://www.sprottmoney.com/Blog/comex-open-interest-data-suggests-another-gold-price-slam-imminent.html …
8-Feb,FBX258,"I see 1550USD $GOLD $GC $SILVER Goldman Sachs boosts gold price forecast, sees $1,450/oz in 12 months http://www.forexlive.com/news/!/goldman-sachs-boosts-gold-price-forecast-sees-1450oz-in-12-months-20180208 …"
7-Feb,TNR Gold Corp.,#Gold price: 9 straight years of record annual mine production http://bit.ly/2sfEUoK via @frikels
6-Feb,TNR Gold Corp.,Monday massacre: #Gold price rises as stocks crater http://bit.ly/2GS7O1u via @frikels $GLD #Mining
2-Feb,S. Bear Bergman,
2-Feb,MINING.com,Gold price set for wild ride in 2018 say 34 bullion analysts http://dlvr.it/QDmMjZ pic.twitter.com/aQxc4pjx1V
2-Feb,"Hi, I’m Shahd!","US dollar reaches 45 Sudanese Pounds in the black market. Gold Price per Gram is 2000 sudanese pounds, and 3 loafs of bread cost 5 pounds. #economiccollapse #sudan #sudanese #USD #economy"
1-Feb,Mickey Fulp,"Bitcoin Falls To $9,000 But Don’t Expect Gold Price To Benefit – Analysts http://www.kitco.com/news/2018-02-01/Bitcoin-Falls-To-9-000-But-Don-t-Expect-Gold-Price-To-Benefit-Analysts.html … #Bitcoin #Cryptocurrencies #Gold pic.twitter.com/26NSM3mLOt"
1-Feb,Mark O'Byrne,#Gold Price Suppression To End? #Bullion Bank Traders Arrested For Manipulating Market https://hubs.ly/H09T0290 by @GOLDCORE h/t @NedNL @GlobalProTrader @Gold_AntiTrustpic.twitter.com/yLneYW1wdp
31-Jan,Barry Dawes,#Gold is well placed ahead of seasonal features of #China's #SpringFestival2018 & also the possible import duty cut in #India coming soon. #Asian demand is key to gold price. Global #bond markets have some serious capital losses so gold is a great #Hedge for falling bonds!pic.twitter.com/Iht2GbBCgS
31-Jan,MikeW,
30-Jan,Kitco NEWS,The #gold price chart is looking to break higher - @TruthGundlach http://dlvr.it/QDLlXZ pic.twitter.com/SlnSF6Umpi
29-Jan,Cheap Ass Gamer,Shantae: Pirate Queen's Quest (X1) DLC $5.99 via Xbox Live (Gold Price). http://ow.ly/ObsV30i4Lh1 pic.twitter.com/UuEv4qSkxH
29-Jan,Cheap Ass Gamer,2Dark (X1) $6 via Xbox Live (Gold Price). http://ow.ly/7jts30i4LcT pic.twitter.com/yVhFlx26P3
29-Jan,Cheap Ass Gamer,Forza Horizon 3 Standard Edition (X1/Win 10) $29.99 via Xbox Live (Gold Price). http://ow.ly/bIfI30i4L6n pic.twitter.com/RMzYwtEjvN
29-Jan,Stephen P Kendal,"Gold price could smash $10,000 on crashing dollar & other factors – Jim Rickards..!! @JamesGRickards #GOLD https://www.rt.com/business/417286-gold-dollar-prices-rickards/ …"
29-Jan,In Gold we Trust,IGWT 2016 Classic: How does the gold price perform in recessions? https://buff.ly/2Ej9Ruy pic.twitter.com/3v1Uo7vZMM
29-Jan,andromeda,"gold price is rising and other producers sp are rising. yet #XTR remains unloved with sub 10m mcap, sp well below recent placing and even CEO bought own shares at higher sp. huge bargain while still cheap and well below radar."
28-Jan,MY TEL 🌞,"LEE EUNSUNG Position •Vocalist Birthday • September 07, 2000 FACTS Appeared on MNET's ""Voice Kids Korea"" in 2013. Won the gold price at a children song competition . Take piano lesson since 2nd grade. Can speak English Fairly good. He sleep a lot. pic.twitter.com/li5GNWWEmI"
26-Jan,GregKatzenellenbogen,
24-Jan,fred hickey,Gold($1364) is now just a few $ below the 2016 high. Last time gold sold at this level(early Aug 2016) GDX ETF was 29% higher than today &GDXJ was 47% higher. Miners severely undervalued. Q4 avg. gold price $1275. Gold nearly $90 per oz higher-money direct to miners' bottom lines
24-Jan,Trader_007,#VAST current gold price firming adds to the bull case IMO.....’the giant gold mine’ very apt......! pic.twitter.com/6jyqEliKhN
23-Jan,MINING.com,Gold price: ETF holdings jump to near 5-year high http://dlvr.it/QCTLMr pic.twitter.com/iDuoEKGOWi
23-Jan,Lombardi Letter,"Gold Price Forecast: Gold to Go Up Further in Current Bitcoin Crisis - The Gold Price Forecast Is Not Bold Enough Many analysts may find themselves forced to revise the gold price forecast. They’ve been too bearish, with most expecting the gold price ... http://ow.ly/NskN50ge0mw"
22-Jan,Cheap Ass Gamer,Titanfall 2: Ultimate Edition (X1) $13.20 via Xbox Live (Gold Price). http://ow.ly/1qYP30hWfnl pic.twitter.com/4r6wjnRirM
22-Jan,Cheap Ass Gamer,Divinity: Original Sin - Enhanced Edition (X1) $10 via Xbox Live (Gold Price). http://ow.ly/Tf0030hWfkV pic.twitter.com/TIyOUAWleW
22-Jan,"David Brady, CFA","“Gold is getting ready to move higher. I suspect the gold price will rally to US$1,400 in the coming months. However, don’t be surprised if gold falls back a little bit from here.” – Shane Russell https://www.marketsandmoney.com.au/get-ready-next-gold-bull-market/2018/01/22/?utm_content=buffer93004&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …pic.twitter.com/Fxo4ob2Esd"
22-Jan,Quantocracy,Gold Price Prediction Using Machine Learning In Python [@QuantInsti]http://dlvr.it/QCJdH1
22-Jan,Cristina Villegas,"Watch out for #gold rushes, #ASM observers!! The price of gold increased from $1,150 a troy ounce in January 2017 to about $1,350 in January 2018... Whenever gold price climbs, everyone and their brother/mother/sister starts artisanal #mining. #economicshttps://twitter.com/KitcoNewsNOW/status/955513930062835712 …"
21-Jan,Khaleej Times,#Dubai #gold price remains steady at Dh151 for 22k. Check today's 24k rate - http://bit.ly/2DBdtdG pic.twitter.com/tMsUlyfbpV
21-Jan,Vontrader,
20-Jan,FUNKYFRUIT_FUKUOKA,FUNKYFRUIT_FUKUOKA 【Ayacho】 Re… triangle studs pierce silver / gold price 700+tax pic.twitter.com/li0dwyhd5l
19-Jan,Ayyad,The Golden Shoe Nike is an athletic shoe for girls made of pure 24 carat gold price $ 5405 pic.twitter.com/bdZBnHTwID
19-Jan,Fsjamescampbell,#HUM now producing approx 1900oz gold per week at 75% of full production with AISC at $700 per oz and current gold price that's $1.2 million a WEEK FREE CASH! #TIMEFORTHERERATE #FREECASH #HUM
18-Jan,In Gold we Trust,IGWT 2016 Classic Chart: Cycle of investor sentiment applied to the gold price https://buff.ly/2CTHrWG pic.twitter.com/RNcnk75BxD
18-Jan,TF Metals Report,COMEX Open Interest Data Suggests Another #Gold Price Slam Imminent http://news.goldseek.com/GoldSeek/1516293832.php#undefined.uxfs …
17-Jan,andromeda,
17-Jan,Dr. Ben Goins DSM [ ⚡️BCH PLS ⚡️],"BCH doing the ""Gold Bug"" Bounce. BCH is the real ""digital gold"" price will not fall below price of 1 ounce of gold. Also just got listed on GDAX! pic.twitter.com/YsdA66hYxi"
15-Jan,Cheap Ass Gamer,Red Dead Redemption (X1/360) $8.99 via Xbox Live (Gold Price). Undead Nightmare Pack $4.99 (Gold Price). http://ow.ly/kLvz30hNpyC pic.twitter.com/Lg4SfruxNa
15-Jan,Trader_007,#OMI was in here previously when it moved from <10p to >20p. Sold some at 20p & then finally sold all mine last year at 16p. Todays results disappointing considering gold price firmness. AISC remains too high & cost of higher production looks prohibitive from rns. Not investable
